County,State,Commodity,Corn_Yield_BuAcre_2022,PrecisionAg_Usage_Range,PrecisionAg_Usage_Midpoint_2022 (%),Controlled_Traffic_Farming_2021,Soil_Moisture_Monitoring_Y2_Y5_2021,Precision_Pesticide_Application_2021,Precision_Ag_Nutrient_Loss_Reduction_2021,Net_CSP_Incentive_2021,High_CSP_Incentive,High_Precision_Usage
SUNFLOWER,MISSISSIPPI,CORN,190.3,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
WASHINGTON,MISSISSIPPI,CORN,192.5,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
YAZOO,MISSISSIPPI,CORN,169.8,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
BENTON,MISSISSIPPI,CORN,126.3,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
DE SOTO,MISSISSIPPI,CORN,123.8,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
ITAWAMBA,MISSISSIPPI,CORN,112.1,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
LEE,MISSISSIPPI,CORN,94,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
PONTOTOC,MISSISSIPPI,CORN,93.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
PRENTISS,MISSISSIPPI,CORN,108.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
TIPPAH,MISSISSIPPI,CORN,131.7,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
UNION,MISSISSIPPI,CORN,126,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
WALTHALL,MISSISSIPPI,CORN,142.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
GEORGE,MISSISSIPPI,CORN,101.2,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
GREENE,MISSISSIPPI,CORN,77.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
JACKSON,MISSISSIPPI,CORN,65.2,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
CLAIBORNE,MISSISSIPPI,CORN,160.3,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
HINDS,MISSISSIPPI,CORN,131.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
WARREN,MISSISSIPPI,CORN,151,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
BOLIVAR,MISSISSIPPI,CORN,182.5,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
COAHOMA,MISSISSIPPI,CORN,180.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
QUITMAN,MISSISSIPPI,CORN,182.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
TALLAHATCHIE,MISSISSIPPI,CORN,188.2,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
TUNICA,MISSISSIPPI,CORN,144.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
OTHER COUNTIES,MISSOURI,CORN,168,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
BENTON,MISSOURI,CORN,153.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CALLAWAY,MISSOURI,CORN,157.5,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
COLE,MISSOURI,CORN,157,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
DALLAS,MISSOURI,CORN,105.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
HOWARD,MISSOURI,CORN,135.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MARIES,MISSOURI,CORN,78.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MONITEAU,MISSOURI,CORN,114.7,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MORGAN,MISSOURI,CORN,136.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
OSAGE,MISSOURI,CORN,134,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
PETTIS,MISSOURI,CORN,134.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
POLK,MISSOURI,CORN,130.7,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
FRANKLIN,MISSOURI,CORN,114,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
GASCONADE,MISSOURI,CORN,129.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
JEFFERSON,MISSOURI,CORN,145.9,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
LINCOLN,MISSOURI,CORN,125.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MONTGOMERY,MISSOURI,CORN,168.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
PERRY,MISSOURI,CORN,136,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
ST CHARLES,MISSOURI,CORN,167.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
ST FRANCOIS,MISSOURI,CORN,163,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
STE GENEVIEVE,MISSOURI,CORN,168.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
WARREN,MISSOURI,CORN,174.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
ADAIR,MISSOURI,CORN,168.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CARROLL,MISSOURI,CORN,178.5,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
GRUNDY,MISSOURI,CORN,177.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
LINN,MISSOURI,CORN,165.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
LIVINGSTON,MISSOURI,CORN,198.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
RANDOLPH,MISSOURI,CORN,175.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
SCHUYLER,MISSOURI,CORN,158.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
SULLIVAN,MISSOURI,CORN,159.9,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
AUDRAIN,MISSOURI,CORN,166.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
KNOX,MISSOURI,CORN,171.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
LEWIS,MISSOURI,CORN,155,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MARION,MISSOURI,CORN,174.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MONROE,MISSOURI,CORN,150.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
PIKE,MISSOURI,CORN,151.9,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
RALLS,MISSOURI,CORN,171,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
SCOTLAND,MISSOURI,CORN,156.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
SHELBY,MISSOURI,CORN,184.5,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
ATCHISON,MISSOURI,CORN,198.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
BUCHANAN,MISSOURI,CORN,182,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CALDWELL,MISSOURI,CORN,162.6,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CLINTON,MISSOURI,CORN,191,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
DE KALB,MISSOURI,CORN,154.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
GENTRY,MISSOURI,CORN,167.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
PLATTE,MISSOURI,CORN,177.5,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
RAY,MISSOURI,CORN,173.9,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
WORTH,MISSOURI,CORN,160.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
DENT,MISSOURI,CORN,78,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
WEBSTER,MISSOURI,CORN,56.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
BUTLER,MISSOURI,CORN,176.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CAPE GIRARDEAU,MISSOURI,CORN,163.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
DUNKLIN,MISSOURI,CORN,181.5,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
MISSISSIPPI,MISSOURI,CORN,182.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
NEW MADRID,MISSOURI,CORN,170.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
PEMISCOT,MISSOURI,CORN,176.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
SCOTT,MISSOURI,CORN,174,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
STODDARD,MISSOURI,CORN,163.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
BARTON,MISSOURI,CORN,74.9,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
JASPER,MISSOURI,CORN,90.4,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
BATES,MISSOURI,CORN,123,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
CASS,MISSOURI,CORN,111.8,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
HENRY,MISSOURI,CORN,128.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
JACKSON,MISSOURI,CORN,135.6,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
JOHNSON,MISSOURI,CORN,117.1,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
LAFAYETTE,MISSOURI,CORN,163.2,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
ST CLAIR,MISSOURI,CORN,85,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
VERNON,MISSOURI,CORN,80.3,30 to 39.9%,35,,21.64,11.44,15.63,16.24,1,0
OTHER COUNTIES,NEBRASKA,CORN,163.7,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BUFFALO,NEBRASKA,CORN,165.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
DAWSON,NEBRASKA,CORN,191.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
GREELEY,NEBRASKA,CORN,184.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HALL,NEBRASKA,CORN,188.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HOWARD,NEBRASKA,CORN,152.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SHERMAN,NEBRASKA,CORN,169.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
VALLEY,NEBRASKA,CORN,204.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BUTLER,NEBRASKA,CORN,170.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CASS,NEBRASKA,CORN,132.5,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
COLFAX,NEBRASKA,CORN,165.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
DODGE,NEBRASKA,CORN,160.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
DOUGLAS,NEBRASKA,CORN,168.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HAMILTON,NEBRASKA,CORN,218.7,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
LANCASTER,NEBRASKA,CORN,112.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
NANCE,NEBRASKA,CORN,141.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
PLATTE,NEBRASKA,CORN,170.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
POLK,NEBRASKA,CORN,210.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SARPY,NEBRASKA,CORN,156.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SAUNDERS,NEBRASKA,CORN,169.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SEWARD,NEBRASKA,CORN,151.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
WASHINGTON,NEBRASKA,CORN,145.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
YORK,NEBRASKA,CORN,192.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BOYD,NEBRASKA,CORN,90.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BROWN,NEBRASKA,CORN,198.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
GARFIELD,NEBRASKA,CORN,184.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HOLT,NEBRASKA,CORN,211.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BOONE,NEBRASKA,CORN,182.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BURT,NEBRASKA,CORN,155.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CEDAR,NEBRASKA,CORN,169.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CUMING,NEBRASKA,CORN,168.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
DAKOTA,NEBRASKA,CORN,160.4,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
KNOX,NEBRASKA,CORN,152.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
MADISON,NEBRASKA,CORN,164.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
PIERCE,NEBRASKA,CORN,176.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
STANTON,NEBRASKA,CORN,130,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
THURSTON,NEBRASKA,CORN,121.4,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
WAYNE,NEBRASKA,CORN,116.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
BOX BUTTE,NEBRASKA,CORN,159.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CHEYENNE,NEBRASKA,CORN,101.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
KIMBALL,NEBRASKA,CORN,98.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
MORRILL,NEBRASKA,CORN,156.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SCOTTS BLUFF,NEBRASKA,CORN,165.4,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SIOUX,NEBRASKA,CORN,169.7,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
ADAMS,NEBRASKA,CORN,199.7,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
FRANKLIN,NEBRASKA,CORN,153.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
FURNAS,NEBRASKA,CORN,89.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
GOSPER,NEBRASKA,CORN,154.1,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HARLAN,NEBRASKA,CORN,183.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
KEARNEY,NEBRASKA,CORN,194,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
PHELPS,NEBRASKA,CORN,227,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
WEBSTER,NEBRASKA,CORN,147.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CLAY,NEBRASKA,CORN,170.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
FILLMORE,NEBRASKA,CORN,192,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
GAGE,NEBRASKA,CORN,133.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
JEFFERSON,NEBRASKA,CORN,169.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
JOHNSON,NEBRASKA,CORN,125.2,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
NEMAHA,NEBRASKA,CORN,153,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
NUCKOLLS,NEBRASKA,CORN,163.5,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
OTOE,NEBRASKA,CORN,129.8,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
PAWNEE,NEBRASKA,CORN,140.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
RICHARDSON,NEBRASKA,CORN,166.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
SALINE,NEBRASKA,CORN,157.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
THAYER,NEBRASKA,CORN,183.9,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
CHASE,NEBRASKA,CORN,125.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
DUNDY,NEBRASKA,CORN,169.5,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
FRONTIER,NEBRASKA,CORN,124.4,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HAYES,NEBRASKA,CORN,157.3,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
HITCHCOCK,NEBRASKA,CORN,144,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
LINCOLN,NEBRASKA,CORN,165.6,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
RED WILLOW,NEBRASKA,CORN,125.7,40 to 49.9%,45,7.91,19.71,11.41,15.42,13.61,0,1
OTHER COUNTIES,NEW YORK,CORN,136.1,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
CHENANGO,NEW YORK,CORN,117.5,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
CORTLAND,NEW YORK,CORN,131.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
HERKIMER,NEW YORK,CORN,139.9,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
MADISON,NEW YORK,CORN,120.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ONEIDA,NEW YORK,CORN,153.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ONONDAGA,NEW YORK,CORN,148.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
OSWEGO,NEW YORK,CORN,146.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
OTSEGO,NEW YORK,CORN,150.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
MONTGOMERY,NEW YORK,CORN,136.1,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
RENSSELAER,NEW YORK,CORN,126.1,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
SARATOGA,NEW YORK,CORN,141.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
WASHINGTON,NEW YORK,CORN,146.4,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
SUFFOLK,NEW YORK,CORN,91,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
FRANKLIN,NEW YORK,CORN,117.3,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
JEFFERSON,NEW YORK,CORN,130.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
LEWIS,NEW YORK,CORN,152,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ST LAWRENCE,NEW YORK,CORN,132.4,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
COLUMBIA,NEW YORK,CORN,113.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
DELAWARE,NEW YORK,CORN,121.4,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
DUTCHESS,NEW YORK,CORN,118.1,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ORANGE,NEW YORK,CORN,111.4,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ULSTER,NEW YORK,CORN,120.2,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
BROOME,NEW YORK,CORN,134,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
CHEMUNG,NEW YORK,CORN,126.5,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
SCHUYLER,NEW YORK,CORN,107.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
TIOGA,NEW YORK,CORN,132,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
TOMPKINS,NEW YORK,CORN,143.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ALLEGANY,NEW YORK,CORN,98,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
CATTARAUGUS,NEW YORK,CORN,130.3,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
CHAUTAUQUA,NEW YORK,CORN,140.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
STEUBEN,NEW YORK,CORN,123.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ERIE,NEW YORK,CORN,135.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
GENESEE,NEW YORK,CORN,136.5,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
LIVINGSTON,NEW YORK,CORN,155.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
MONROE,NEW YORK,CORN,156.8,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
NIAGARA,NEW YORK,CORN,156.3,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ONTARIO,NEW YORK,CORN,145.5,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
ORLEANS,NEW YORK,CORN,165.6,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
SENECA,NEW YORK,CORN,127.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
WAYNE,NEW YORK,CORN,144.3,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
WYOMING,NEW YORK,CORN,164.7,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
YATES,NEW YORK,CORN,135,30 to 39.9%,35,9.02,24.91,12.47,16.45,15.71,1,0
OTHER COUNTIES,NORTH CAROLINA,CORN,122.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BEAUFORT,NORTH CAROLINA,CORN,144,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CRAVEN,NORTH CAROLINA,CORN,116.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
GREENE,NORTH CAROLINA,CORN,99.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
HYDE,NORTH CAROLINA,CORN,157.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
JOHNSTON,NORTH CAROLINA,CORN,97.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
JONES,NORTH CAROLINA,CORN,101.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
LENOIR,NORTH CAROLINA,CORN,135.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
PAMLICO,NORTH CAROLINA,CORN,151.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
PITT,NORTH CAROLINA,CORN,100.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WAYNE,NORTH CAROLINA,CORN,102.7,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WILSON,NORTH CAROLINA,CORN,90.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ALEXANDER,NORTH CAROLINA,CORN,140.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CATAWBA,NORTH CAROLINA,CORN,143.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CHATHAM,NORTH CAROLINA,CORN,111.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
DAVIDSON,NORTH CAROLINA,CORN,115.1,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
DAVIE,NORTH CAROLINA,CORN,142.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
IREDELL,NORTH CAROLINA,CORN,147.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
LEE,NORTH CAROLINA,CORN,111.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
RANDOLPH,NORTH CAROLINA,CORN,128,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ROWAN,NORTH CAROLINA,CORN,115.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WAKE,NORTH CAROLINA,CORN,84.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
BERTIE,NORTH CAROLINA,CORN,130.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CAMDEN,NORTH CAROLINA,CORN,164,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CHOWAN,NORTH CAROLINA,CORN,152.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CURRITUCK,NORTH CAROLINA,CORN,164.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
EDGECOMBE,NORTH CAROLINA,CORN,102.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
GATES,NORTH CAROLINA,CORN,106.6,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
HERTFORD,NORTH CAROLINA,CORN,120.2,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
MARTIN,NORTH CAROLINA,CORN,97,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
NASH,NORTH CAROLINA,CORN,95.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
NORTHAMPTON,NORTH CAROLINA,CORN,128.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
PASQUOTANK,NORTH CAROLINA,CORN,169.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
PERQUIMANS,NORTH CAROLINA,CORN,153.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
TYRRELL,NORTH CAROLINA,CORN,147.9,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WASHINGTON,NORTH CAROLINA,CORN,147.3,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
CALDWELL,NORTH CAROLINA,CORN,159.5,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
SURRY,NORTH CAROLINA,CORN,138.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
WILKES,NORTH CAROLINA,CORN,163.4,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
YADKIN,NORTH CAROLINA,CORN,148.8,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
ALAMANCE,NORTH CAROLINA,CORN,127,10 to 19.9%,15,,18.46,11.86,15.85,15.39,1,0
